path,kind,qualname,name,action,simplifiable,lines,refs,dup_count,core_api,in_tests,reason,evidence
runner/_util.py,function,_is_truthy,_is_truthy,KEEP,否,7,14,1,False,False,规模≈7 行；引用次数≈14（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/_util.py:9; kind=function; refs≈14; lines≈7
runner/env_local.py,function,_default_artifacts_dir,_default_artifacts_dir,KEEP,否,12,7,1,False,False,规模≈12 行；引用次数≈7（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:109; kind=function; refs≈7; lines≈12
runner/env_local.py,function,_resolve_model,_resolve_model,KEEP,否,82,2,1,False,False,规模≈82 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:123; kind=function; refs≈2; lines≈82
runner/env_local.py,function,open_env,open_env,SIMPLIFY,部分,354,8,0,False,False,规模≈354 行；引用次数≈8（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/env_local.py:235; kind=function; refs≈8; lines≈354
runner/env_local.py,function,_merge_env,_merge_env,KEEP,否,14,9,1,False,False,规模≈14 行；引用次数≈9（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:563; kind=function; refs≈9; lines≈14
runner/env_local.py,function,_stage_only_pipeline,_stage_only_pipeline,KEEP,否,59,5,1,False,False,规模≈59 行；引用次数≈5（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:587; kind=function; refs≈5; lines≈59
runner/env_local.py,function,rollout,rollout,KEEP,否,61,196,0,False,False,规模≈61 行；引用次数≈196（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:647; kind=function; refs≈196; lines≈61
runner/env_local.py,function,evaluate,evaluate,KEEP,否,68,33,0,False,False,规模≈68 行；引用次数≈33（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:710; kind=function; refs≈33; lines≈68
runner/env_local.py,function,rollout_and_evaluate,rollout_and_evaluate,KEEP,否,80,9,0,False,False,规模≈80 行；引用次数≈9（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:780; kind=function; refs≈9; lines≈80
runner/env_local.py,function,with_env_vars,with_env_vars,KEEP,否,15,2,0,False,False,规模≈15 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:858; kind=function; refs≈2; lines≈15
runner/env_local.py,function,with_runtime_env_path,with_runtime_env_path,KEEP,否,12,8,0,False,False,规模≈12 行；引用次数≈8（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:872; kind=function; refs≈8; lines≈12
runner/env_local.py,function,deploy,deploy,KEEP,否,90,88,0,False,False,规模≈90 行；引用次数≈88（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:897; kind=function; refs≈88; lines≈90
runner/env_local.py,function,deploy_teardown,deploy_teardown,KEEP,否,63,24,0,False,False,规模≈63 行；引用次数≈24（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/env_local.py:987; kind=function; refs≈24; lines≈63
runner/eval_audit.py,function,audit_eval_script_for_hardcoded_nonzero_score,audit_eval_script_for_hardcoded_nonzero_score,KEEP,否,37,9,0,False,False,规模≈37 行；引用次数≈9（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/eval_audit.py:13; kind=function; refs≈9; lines≈37
runner/eval_audit.py,function,audit_eval_script_has_real_execution,audit_eval_script_has_real_execution,KEEP,否,85,6,0,False,False,规模≈85 行；引用次数≈6（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/eval_audit.py:52; kind=function; refs≈6; lines≈85
runner/eval_audit.py,function,audit_eval_script_mentions_any_anchor,audit_eval_script_mentions_any_anchor,KEEP,否,61,4,0,False,False,规模≈61 行；引用次数≈4（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/eval_audit.py:135; kind=function; refs≈4; lines≈61
runner/generic_evaluation.py,function,_write_json,_write_json,KEEP,否,7,20,1,False,False,规模≈7 行；引用次数≈20（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/generic_evaluation.py:41; kind=function; refs≈20; lines≈7
runner/generic_evaluation.py,function,_reward_average_from_rollout,_reward_average_from_rollout,KEEP,否,59,2,1,False,False,规模≈59 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/generic_evaluation.py:51; kind=function; refs≈2; lines≈59
runner/generic_evaluation.py,function,main,main,KEEP,否,69,26,0,False,False,规模≈69 行；引用次数≈26（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/generic_evaluation.py:111; kind=function; refs≈26; lines≈69
runner/generic_rollout.py,function,_chat_completion,_chat_completion,KEEP,否,48,4,1,False,False,规模≈48 行；引用次数≈4（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/generic_rollout.py:42; kind=function; refs≈4; lines≈48
runner/generic_rollout.py,function,_maybe_rollout_hf_qa_parquet,_maybe_rollout_hf_qa_parquet,SIMPLIFY,部分,162,2,1,False,False,规模≈162 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/generic_rollout.py:114; kind=function; refs≈2; lines≈162
runner/generic_rollout.py,function,main,main,KEEP,否,130,26,0,False,False,规模≈130 行；引用次数≈26（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/generic_rollout.py:262; kind=function; refs≈26; lines≈130
runner/hints_exec.py,function,_replace_flag_value,_replace_flag_value,SIMPLIFY,部分,18,5,1,False,False,规模≈18 行；引用次数≈5（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:25; kind=function; refs≈5; lines≈18
runner/hints_exec.py,function,_as_major_minor,_as_major_minor,SIMPLIFY,部分,19,5,1,False,False,规模≈19 行；引用次数≈5（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:103; kind=function; refs≈5; lines≈19
runner/hints_exec.py,function,_infer_repo_python_pin,_infer_repo_python_pin,SIMPLIFY,部分,40,2,1,False,False,规模≈40 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:125; kind=function; refs≈2; lines≈40
runner/hints_exec.py,function,_infer_repo_requires_python,_infer_repo_requires_python,KEEP,否,53,2,1,False,False,规模≈53 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:167; kind=function; refs≈2; lines≈53
runner/hints_exec.py,function,_best_python_minor_from_spec,_best_python_minor_from_spec,KEEP,否,42,2,1,False,False,规模≈42 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:222; kind=function; refs≈2; lines≈42
runner/hints_exec.py,function,_infer_uv_python_candidates,_infer_uv_python_candidates,KEEP,否,51,2,1,False,False,规模≈51 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:266; kind=function; refs≈2; lines≈51
runner/hints_exec.py,function,_canonical_base_url,_canonical_base_url,SIMPLIFY,部分,12,4,1,False,False,规模≈12 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:318; kind=function; refs≈4; lines≈12
runner/hints_exec.py,function,_first_command_line,_first_command_line,KEEP,否,10,7,1,False,False,规模≈10 行；引用次数≈7（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:332; kind=function; refs≈7; lines≈10
runner/hints_exec.py,function,_extract_cli_flag_value,_extract_cli_flag_value,SIMPLIFY,部分,21,5,1,False,False,规模≈21 行；引用次数≈5（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:344; kind=function; refs≈5; lines≈21
runner/hints_exec.py,function,_extract_cli_flag_value_any,_extract_cli_flag_value_any,SIMPLIFY,部分,10,5,1,False,False,规模≈10 行；引用次数≈5（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:367; kind=function; refs≈5; lines≈10
runner/hints_exec.py,function,_hint_backend,_hint_backend,SIMPLIFY,部分,13,4,1,False,False,规模≈13 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:379; kind=function; refs≈4; lines≈13
runner/hints_exec.py,function,_is_remote_openai_hint,_is_remote_openai_hint,SIMPLIFY,部分,6,4,1,False,False,规模≈6 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:394; kind=function; refs≈4; lines≈6
runner/hints_exec.py,function,_normalize_score,_normalize_score,SIMPLIFY,部分,14,4,1,False,False,规模≈14 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:407; kind=function; refs≈4; lines≈14
runner/hints_exec.py,function,_extract_score_from_text,_extract_score_from_text,SIMPLIFY,部分,26,2,1,False,False,规模≈26 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:424; kind=function; refs≈2; lines≈26
runner/hints_exec.py,function,_extract_score_from_json_obj,_extract_score_from_json_obj,SIMPLIFY,部分,34,2,1,False,False,规模≈34 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:452; kind=function; refs≈2; lines≈34
runner/hints_exec.py,function,_candidate_metrics_paths,_candidate_metrics_paths,KEEP,否,41,2,1,False,False,规模≈41 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:494; kind=function; refs≈2; lines≈41
runner/hints_exec.py,function,_hint_runtime_compatible,_hint_runtime_compatible,SIMPLIFY,部分,23,3,1,False,False,规模≈23 行；引用次数≈3（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:530; kind=function; refs≈3; lines≈23
runner/hints_exec.py,function,normalize_hint_command,normalize_hint_command,KEEP,否,289,12,0,False,False,规模≈289 行；引用次数≈12（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:559; kind=function; refs≈12; lines≈289
runner/hints_exec.py,class,HintAttempt,HintAttempt,KEEP,否,13,10,0,False,False,规模≈13 行；引用次数≈10（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:847; kind=class; refs≈10; lines≈13
runner/hints_exec.py,class,HintProbe,HintProbe,KEEP,否,10,8,0,False,False,规模≈10 行；引用次数≈8（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:863; kind=class; refs≈8; lines≈10
runner/hints_exec.py,function,_tail,_tail,KEEP,否,9,15,1,False,False,规模≈9 行；引用次数≈15（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:875; kind=function; refs≈15; lines≈9
runner/hints_exec.py,function,_docker_available,_docker_available,SIMPLIFY,部分,29,2,1,False,False,规模≈29 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:891; kind=function; refs≈2; lines≈29
runner/hints_exec.py,function,_extract_invoked_command,_extract_invoked_command,SIMPLIFY,部分,22,3,1,False,False,规模≈22 行；引用次数≈3（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:917; kind=function; refs≈3; lines≈22
runner/hints_exec.py,function,_probe_hint_command,_probe_hint_command,KEEP,否,114,5,1,False,False,规模≈114 行；引用次数≈5（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:948; kind=function; refs≈5; lines≈114
runner/hints_exec.py,function,_matched_anchors,_matched_anchors,SIMPLIFY,部分,20,5,1,False,False,规模≈20 行；引用次数≈5（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:1057; kind=function; refs≈5; lines≈20
runner/hints_exec.py,function,run_hints,run_hints,KEEP,否,842,19,0,False,False,规模≈842 行；引用次数≈19（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:1079; kind=function; refs≈19; lines≈842
runner/hints_exec.py,function,main,main,KEEP,否,16,26,0,False,False,规模≈16 行；引用次数≈26（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:1923; kind=function; refs≈26; lines≈16
runner/opencode_client.py,function,select_bash_mode,select_bash_mode,KEEP,否,16,8,0,False,False,规模≈16 行；引用次数≈8（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/opencode_client.py:29; kind=function; refs≈8; lines≈16
runner/opencode_client.py,class,OpenCodeServerConfig,OpenCodeServerConfig,KEEP,否,14,4,0,False,False,规模≈14 行；引用次数≈4（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/opencode_client.py:48; kind=class; refs≈4; lines≈14
runner/opencode_client.py,class,OpenCodeRequestError,OpenCodeRequestError,KEEP,否,27,16,0,False,False,规模≈27 行；引用次数≈16（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/opencode_client.py:64; kind=class; refs≈16; lines≈27
runner/opencode_client.py,method,OpenCodeRequestError.__init__,__init__,KEEP,是,16,1,0,False,False,规模≈16 行；引用次数≈1（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/opencode_client.py:76; kind=method; refs≈1; lines≈16
runner/opencode_client.py,class,OpenCodeClient,OpenCodeClient,KEEP,否,660,22,0,False,False,规模≈660 行；引用次数≈22（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/opencode_client.py:93; kind=class; refs≈22; lines≈660
runner/opencode_client.py,method,OpenCodeClient.__init__,__init__,KEEP,部分,145,1,0,False,False,规模≈145 行；引用次数≈1（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/opencode_client.py:127; kind=method; refs≈1; lines≈145
